project_id,project_progress,task_completion_rate,blocked_task_ratio,overdue_task_ratio,requirement_completion_rate,milestone_completion_rate,open_issue_count,critical_issue_count,api_test_failure_rate,avg_api_response_time_ms,technical_review_score,days_remaining,development_velocity,risk_level
DP-2439,74.8,75.35,0.69,0.0,68.68,79.87,5,1,3.39,180.22,66.94,60,5.01,LOW
DP-2440,69.44,81.46,0.0,5.63,81.07,63.67,4,0,11.33,218.56,92.69,8,4.99,LOW
DP-2441,61.23,60.23,0.0,3.19,92.68,64.7,4,0,13.48,229.07,92.57,48,3.23,LOW
DP-2442,63.93,72.47,0.0,0.0,60.91,40.07,6,0,8.04,274.22,72.32,15,4.92,LOW
DP-2443,35.06,54.39,4.79,4.17,16.4,35.07,6,1,15.59,104.54,82.47,47,4.73,MEDIUM
DP-2444,50.67,52.25,0.0,5.28,48.21,71.39,7,0,7.99,262.62,79.28,82,4.79,MEDIUM
DP-2445,73.35,80.1,0.0,0.0,58.58,62.4,2,0,4.02,146.61,75.64,68,5.99,LOW
DP-2446,73.0,77.98,6.72,10.47,78.62,95.22,2,0,6.62,116.39,82.47,53,4.36,LOW
DP-2447,76.19,74.7,0.94,0.0,67.56,68.4,4,1,7.32,233.81,91.37,17,5.77,LOW
DP-2448,19.38,24.62,1.88,6.08,44.23,12.86,6,3,11.35,162.2,91.34,69,2.13,HIGH
DP-2449,76.79,79.23,0.0,6.89,92.55,56.45,5,0,13.43,344.11,93.35,45,5.91,LOW
DP-2450,56.69,47.08,1.25,0.0,40.96,54.95,5,0,8.45,297.7,79.34,31,4.07,MEDIUM
DP-2451,56.77,60.29,2.12,11.3,80.89,85.88,2,0,12.83,102.5,77.09,52,4.12,LOW
DP-2452,81.86,76.69,1.39,1.81,74.45,63.73,3,1,3.19,194.64,88.79,61,5.72,LOW
DP-2453,33.5,38.7,17.6,15.05,21.05,18.43,8,1,17.01,267.5,59.87,29,2.33,HIGH
DP-2454,50.59,44.88,8.12,0.0,55.25,42.31,8,0,12.11,255.35,72.7,57,3.87,MEDIUM
DP-2455,56.66,62.76,8.3,2.12,64.74,57.72,5,0,6.42,212.53,80.96,18,5.2,MEDIUM
DP-2456,28.64,34.97,3.09,12.83,22.32,16.75,2,1,5.73,103.06,82.76,15,3.44,MEDIUM
DP-2457,29.3,38.15,0.91,0.39,19.69,0.0,4,1,16.22,305.77,78.4,16,4.43,HIGH
DP-2458,77.73,69.33,0.0,2.59,80.07,85.38,3,0,7.9,106.45,78.32,14,4.49,LOW
DP-2459,59.9,65.7,0.0,18.1,66.11,56.46,1,0,7.29,226.91,81.85,28,5.25,LOW
DP-2460,45.49,33.44,0.0,7.09,48.04,75.68,5,1,10.34,230.06,81.11,28,3.0,LOW
DP-2461,61.79,65.98,0.0,0.0,75.71,84.84,2,0,15.89,195.12,88.24,36,6.16,LOW
DP-2462,98.0,91.7,3.52,3.08,100.0,100.0,1,0,6.18,194.72,78.84,68,7.45,LOW
DP-2463,22.39,22.93,10.3,12.83,42.68,12.5,6,1,8.51,207.02,79.03,47,2.15,HIGH
DP-2464,75.72,62.23,0.0,4.45,76.79,87.45,5,0,4.32,235.25,81.0,52,5.8,LOW
DP-2465,15.29,15.81,17.79,1.5,7.37,9.53,9,1,24.73,249.52,74.04,8,1.25,HIGH
DP-2466,20.98,5.0,8.14,9.88,5.0,17.66,7,2,12.29,87.66,73.81,7,1.44,HIGH
DP-2467,63.36,74.05,5.31,7.16,58.23,60.16,10,0,9.89,186.2,76.39,38,4.9,MEDIUM
DP-2468,91.67,94.01,0.14,0.0,100.0,84.26,2,0,4.61,96.12,91.94,37,6.58,LOW
DP-2469,31.94,29.46,0.65,18.7,55.42,67.87,5,1,7.0,93.56,90.96,28,3.07,MEDIUM
DP-2470,62.63,67.24,3.41,3.87,80.59,25.63,8,0,12.78,263.3,79.56,23,5.48,LOW
DP-2471,53.74,40.58,0.0,5.36,64.2,69.96,8,0,4.79,228.89,81.42,16,3.31,MEDIUM
DP-2472,44.74,34.54,15.1,5.99,44.99,55.33,2,1,22.31,266.91,85.85,12,1.81,HIGH
DP-2473,76.94,64.92,10.53,1.2,86.56,58.66,3,0,6.76,231.95,73.48,12,5.25,MEDIUM
DP-2474,33.02,20.1,5.93,3.31,47.18,65.82,8,0,7.91,219.98,81.94,64,3.56,MEDIUM
DP-2475,60.17,50.19,1.07,0.0,40.16,81.52,4,0,5.59,173.91,90.59,39,4.59,LOW
DP-2476,50.02,52.15,8.71,5.58,69.98,25.79,6,1,1.21,215.37,87.37,51,2.65,MEDIUM
DP-2477,51.82,43.74,12.24,15.23,74.36,45.76,8,1,14.47,198.13,78.93,25,3.27,MEDIUM
DP-2478,47.47,39.95,17.1,3.03,58.35,47.69,7,1,20.46,80.0,79.64,62,3.71,MEDIUM
DP-2479,46.83,52.17,4.98,4.45,39.02,49.13,3,1,10.15,105.87,84.67,41,3.9,MEDIUM
DP-2480,57.58,64.33,7.09,4.7,47.06,57.94,3,1,11.28,338.92,70.88,29,4.59,MEDIUM
DP-2481,51.56,36.88,0.0,0.9,40.32,52.93,5,1,0.46,129.99,91.14,62,3.83,MEDIUM
DP-2482,74.65,51.71,2.77,13.2,99.39,96.94,5,0,15.7,80.0,82.23,18,4.6,LOW
DP-2483,39.65,29.99,3.0,3.08,50.33,39.87,8,2,14.94,328.61,76.71,42,3.89,HIGH
DP-2484,64.76,43.83,0.24,6.73,79.03,58.19,3,1,9.37,194.29,78.44,29,4.31,LOW
DP-2485,55.09,61.98,14.59,3.44,53.67,60.68,2,0,5.33,144.83,79.79,23,4.3,LOW
DP-2486,83.94,68.83,0.0,0.0,100.0,95.81,2,0,7.18,84.23,82.49,47,5.58,LOW
DP-2487,44.1,50.23,9.57,0.0,27.04,47.49,3,1,6.65,250.37,87.97,34,4.81,MEDIUM
DP-2488,52.69,68.96,3.86,0.0,57.31,66.85,2,0,3.8,110.52,83.09,20,4.7,LOW
DP-2489,85.27,77.01,5.64,2.66,79.22,100.0,3,0,7.4,173.44,89.64,57,5.5,LOW
DP-2490,74.31,68.48,0.0,12.93,75.1,86.79,5,0,11.11,242.64,81.83,32,5.26,LOW
DP-2491,46.15,49.23,0.42,8.31,47.6,47.46,6,2,7.88,186.0,88.72,19,4.81,HIGH
DP-2492,46.35,71.43,3.2,4.75,50.95,37.65,3,0,12.57,213.2,97.32,29,4.95,LOW
DP-2493,87.51,74.8,3.84,0.0,80.92,100.0,0,0,0.0,143.33,91.36,37,4.79,LOW
DP-2494,86.03,81.67,3.03,10.04,90.73,72.19,1,0,7.55,203.18,77.04,18,5.58,LOW
DP-2495,56.98,65.99,2.21,0.0,71.58,81.04,4,0,9.79,236.9,86.77,23,5.7,LOW
DP-2496,86.01,75.21,0.0,4.26,81.64,88.8,2,0,0.0,144.88,87.56,27,6.89,LOW
DP-2497,33.38,40.84,0.0,13.24,49.22,41.03,4,0,14.12,315.27,95.75,20,5.12,MEDIUM
DP-2498,48.24,40.59,15.82,0.0,41.17,51.98,6,3,13.47,238.88,70.22,18,3.21,HIGH
DP-2499,93.33,100.0,0.11,0.0,94.21,82.1,6,0,1.96,178.95,99.18,62,7.29,LOW
DP-2500,43.43,51.44,8.7,16.17,23.07,42.42,5,0,11.37,116.98,77.38,21,3.25,HIGH
DP-2501,71.2,93.0,3.15,5.79,84.68,86.42,2,1,1.8,107.22,82.97,22,7.04,LOW
DP-2502,85.52,69.47,0.0,0.0,70.82,99.78,4,0,0.0,238.1,81.13,18,4.78,LOW
DP-2503,48.85,48.38,5.32,6.26,71.36,75.55,5,1,2.55,180.66,75.88,61,4.05,MEDIUM
DP-2504,25.25,38.86,14.99,13.36,50.96,26.43,3,1,14.06,270.36,82.75,4,2.47,HIGH
DP-2505,54.21,79.8,9.56,0.0,78.81,43.05,0,0,1.6,135.75,86.13,24,5.85,LOW
DP-2506,64.2,72.76,8.08,0.0,72.45,50.98,4,1,12.02,106.06,69.53,17,5.79,MEDIUM
DP-2507,57.86,70.23,0.0,8.69,61.65,61.77,2,0,7.69,201.73,88.14,12,6.8,LOW
DP-2508,35.54,19.64,10.68,13.44,28.41,61.22,4,1,14.88,190.96,81.73,24,1.43,HIGH
DP-2509,48.81,44.89,0.16,12.84,67.76,39.81,5,1,9.82,83.5,95.16,24,2.96,MEDIUM
DP-2510,62.31,61.5,9.46,0.0,43.67,68.31,5,0,3.23,216.08,81.87,16,4.47,MEDIUM
DP-2511,64.36,55.29,7.19,0.25,67.88,81.28,4,0,0.0,241.92,88.7,35,3.68,LOW
DP-2512,66.11,56.14,1.97,4.58,78.26,76.62,3,0,2.47,362.01,81.07,42,4.44,LOW
DP-2513,92.48,96.83,0.0,0.83,93.45,72.91,1,0,0.0,244.13,80.48,26,6.16,LOW
DP-2514,39.33,25.58,0.0,5.44,45.59,28.32,3,0,15.53,195.37,77.1,25,3.5,MEDIUM
DP-2515,77.93,59.77,4.79,0.0,86.69,71.54,3,1,12.23,187.69,74.23,25,3.4,LOW
DP-2516,45.32,37.1,1.8,6.48,62.49,56.5,4,0,11.95,225.41,76.51,15,4.21,LOW
DP-2517,47.87,40.74,10.04,0.0,63.56,37.85,7,3,17.08,237.14,82.4,58,4.4,HIGH
DP-2518,53.22,35.71,4.67,0.0,54.38,41.96,2,0,17.2,278.38,88.73,77,2.99,MEDIUM
DP-2519,30.37,36.29,6.21,3.58,21.41,39.71,5,0,8.69,152.52,85.35,24,3.6,MEDIUM
DP-2520,8.35,15.08,11.56,16.44,5.0,7.86,3,1,9.08,207.21,85.62,35,1.41,HIGH
DP-2521,60.66,76.79,0.41,0.85,39.9,59.55,3,1,8.95,191.14,94.15,49,5.77,MEDIUM
DP-2522,28.12,42.25,2.58,16.43,16.89,11.73,3,2,12.53,253.96,74.15,31,3.68,HIGH
DP-2523,59.05,35.66,5.15,2.19,67.51,53.02,6,0,6.19,296.04,82.34,26,3.54,MEDIUM
DP-2524,73.62,88.31,0.0,7.61,67.08,67.19,4,1,2.34,307.45,74.5,12,6.58,LOW
DP-2525,52.2,66.7,13.9,6.78,49.74,40.07,2,0,21.09,227.62,76.36,36,4.53,LOW
DP-2526,72.08,61.34,0.0,0.25,78.01,89.45,2,1,12.24,201.79,73.97,12,5.11,LOW
DP-2527,51.19,35.65,8.04,0.91,41.55,48.85,5,1,9.76,208.73,78.4,12,3.6,MEDIUM
DP-2528,85.59,88.14,0.0,0.0,91.26,97.75,2,0,1.75,195.35,83.17,55,6.36,LOW
DP-2529,94.13,100.0,0.0,0.82,84.04,100.0,1,1,13.46,196.45,84.32,47,6.61,LOW
DP-2530,61.8,62.95,8.6,6.0,65.12,47.19,6,0,16.62,196.16,84.59,58,4.57,LOW
DP-2531,75.68,72.59,8.86,12.08,92.36,70.91,4,1,7.22,189.22,90.8,25,4.42,MEDIUM
DP-2532,24.64,20.31,14.56,17.57,16.09,32.69,3,0,11.72,344.59,81.29,17,1.32,HIGH
DP-2533,51.86,63.11,10.91,0.0,58.62,51.73,8,0,9.27,265.64,86.16,75,4.72,MEDIUM
DP-2534,78.77,81.86,4.69,15.24,62.22,100.0,2,0,9.64,184.5,90.18,20,5.97,LOW
DP-2535,56.8,60.58,3.57,18.23,59.59,67.8,3,0,13.51,154.57,100.0,21,4.86,LOW
DP-2536,73.75,87.24,6.61,0.63,59.61,71.39,5,0,19.22,264.78,89.83,35,5.73,MEDIUM
DP-2537,43.03,56.07,8.15,7.24,57.38,70.86,5,3,11.02,272.53,83.06,31,3.95,HIGH
DP-2538,45.33,21.25,0.66,8.65,36.12,54.37,4,1,4.92,136.77,79.05,11,2.72,HIGH
DP-2539,76.25,85.84,7.19,8.94,70.17,76.64,1,0,8.95,280.79,83.89,19,5.81,LOW
DP-2540,49.91,61.29,0.0,8.49,43.86,77.16,4,0,11.48,80.0,87.1,10,5.14,MEDIUM
DP-2541,24.56,22.88,3.85,13.46,34.61,28.99,4,1,13.87,104.12,83.15,62,1.56,HIGH
DP-2542,28.62,39.71,7.53,10.21,32.61,32.1,6,1,12.25,200.39,76.45,82,3.26,HIGH
DP-2543,82.76,77.46,1.13,0.0,89.65,67.07,4,1,3.5,111.31,80.13,18,6.13,LOW
DP-2544,30.75,48.77,1.99,13.63,53.1,31.74,7,1,2.75,222.79,73.51,19,3.38,MEDIUM
DP-2545,35.21,38.91,0.21,0.93,45.25,9.11,8,1,8.55,257.28,80.13,13,3.32,HIGH
DP-2546,41.8,39.19,7.28,0.0,41.79,48.28,8,2,3.55,233.43,81.06,33,2.44,HIGH
DP-2547,79.56,66.67,0.0,0.0,75.46,76.97,1,0,0.0,149.14,88.49,36,4.27,LOW
DP-2548,64.57,68.08,1.71,2.05,56.05,63.35,6,0,8.77,240.09,88.41,43,6.22,MEDIUM
DP-2549,35.09,25.49,9.73,17.17,32.1,47.35,8,1,7.05,265.03,72.34,24,3.07,HIGH
DP-2550,34.8,38.89,1.33,6.5,68.87,40.1,2,1,5.73,159.24,99.79,54,3.7,LOW
DP-2551,41.45,38.44,0.0,4.21,27.87,27.09,5,0,2.29,248.73,78.99,12,3.78,MEDIUM
DP-2552,64.72,60.19,5.81,11.23,75.77,81.15,3,0,14.56,233.33,80.2,39,3.9,MEDIUM
DP-2553,62.63,72.19,3.7,0.0,89.38,49.23,2,0,13.09,177.14,74.82,42,4.69,LOW
DP-2554,60.13,51.48,0.27,1.08,53.63,60.58,6,1,4.28,210.79,95.02,43,5.6,LOW
DP-2555,54.7,85.31,14.65,6.07,46.37,47.23,5,0,9.25,127.62,88.97,31,6.3,LOW
DP-2556,40.95,38.37,0.0,4.55,63.58,48.21,3,0,5.89,233.87,92.37,13,3.9,LOW
DP-2557,39.23,48.26,0.0,18.43,32.63,38.23,2,0,8.92,282.53,83.94,54,3.61,MEDIUM
DP-2558,72.23,79.55,4.47,14.13,66.24,80.69,3,0,8.16,168.53,71.47,47,6.51,LOW
DP-2559,50.55,78.43,0.37,8.26,66.98,51.18,3,0,4.46,117.08,83.15,20,6.67,LOW
DP-2560,40.16,40.23,5.31,5.34,25.66,18.96,2,0,21.3,183.06,75.62,21,2.9,LOW
DP-2561,56.11,74.61,5.82,8.26,60.86,55.33,0,0,0.0,177.23,70.78,16,4.66,MEDIUM
DP-2562,77.39,72.14,0.0,3.74,86.45,55.1,2,0,7.09,163.7,88.01,46,5.35,LOW
DP-2563,54.11,65.23,2.42,4.41,41.38,45.36,3,0,2.72,163.66,84.93,35,5.23,LOW
DP-2564,32.88,7.06,6.75,0.0,34.71,52.61,4,0,17.05,196.12,86.18,41,1.55,MEDIUM
DP-2565,33.11,29.57,4.47,3.4,39.27,35.87,3,1,12.5,268.27,91.96,20,2.76,MEDIUM
DP-2566,76.72,70.87,0.0,0.0,63.92,69.16,3,0,7.93,244.68,88.43,14,5.16,LOW
DP-2567,43.28,46.69,0.47,14.43,40.77,23.41,2,0,16.92,273.73,81.92,36,4.07,MEDIUM
DP-2568,23.19,30.61,3.95,13.08,14.32,62.2,6,2,0.09,253.35,93.37,18,1.88,HIGH
DP-2569,35.62,29.58,0.0,15.3,52.43,29.94,7,1,7.28,280.97,73.74,23,3.18,HIGH
DP-2570,88.86,79.96,5.94,0.0,93.45,85.11,4,0,5.0,211.73,86.76,26,5.66,LOW
DP-2571,34.59,26.16,0.27,0.0,53.19,27.89,4,1,11.29,213.07,87.81,21,2.94,HIGH
DP-2572,39.69,17.46,0.0,6.67,43.42,40.13,6,2,11.34,212.78,83.6,44,2.13,HIGH
DP-2573,29.05,31.0,4.34,4.74,17.78,13.86,7,1,11.76,313.9,81.3,25,2.52,HIGH
DP-2574,52.43,42.0,0.0,0.0,68.62,58.91,4,0,15.81,196.32,92.47,12,3.07,LOW
DP-2575,34.74,50.78,11.59,0.13,27.35,25.08,7,1,14.25,173.81,74.5,24,3.18,HIGH
DP-2576,58.38,60.89,0.16,10.44,56.75,56.96,4,0,7.35,100.94,86.74,18,4.68,LOW
DP-2577,36.5,44.14,13.94,7.84,24.26,41.55,3,1,13.8,213.94,84.24,20,2.67,HIGH
DP-2578,49.98,56.59,9.03,1.14,53.96,79.8,3,1,0.0,225.33,89.88,24,4.16,LOW
DP-2579,54.96,54.98,7.39,15.75,52.41,49.5,4,1,13.64,142.67,74.85,12,4.04,MEDIUM
DP-2580,57.61,81.67,2.68,4.87,51.29,49.3,6,2,15.54,179.75,78.53,48,4.85,MEDIUM
DP-2581,60.07,52.3,10.39,14.91,59.19,51.71,6,0,21.46,334.85,72.92,16,3.49,HIGH
DP-2582,43.45,48.13,12.03,10.56,31.85,60.72,3,0,4.34,229.58,88.13,46,3.3,LOW
DP-2583,80.01,80.25,0.0,6.64,75.1,100.0,1,0,5.38,229.67,79.64,39,4.42,LOW
DP-2584,29.65,38.66,2.67,6.54,28.81,20.0,4,1,18.14,187.58,84.16,19,2.71,HIGH
DP-2585,97.31,100.0,0.0,0.0,82.73,85.62,3,0,1.29,80.0,86.62,14,7.14,LOW
DP-2586,75.25,83.79,5.11,15.79,76.53,50.16,3,0,4.33,202.08,84.49,47,7.03,LOW
DP-2587,28.36,28.91,0.0,1.06,30.39,28.15,4,0,14.36,177.84,90.22,8,2.83,MEDIUM
DP-2588,82.73,89.36,0.0,0.0,83.4,75.43,3,0,13.37,169.24,74.18,45,5.82,LOW
DP-2589,54.07,50.29,0.0,0.0,73.72,60.08,0,0,8.09,233.27,97.91,44,4.74,LOW
DP-2590,66.99,69.96,5.2,0.0,36.41,67.7,6,1,10.91,131.28,88.98,27,5.12,MEDIUM
DP-2591,65.08,49.46,7.64,3.54,64.43,71.74,5,0,7.12,196.23,84.51,22,3.96,LOW
DP-2592,72.69,54.0,0.0,4.99,89.72,90.57,5,1,2.45,110.23,75.06,27,4.89,LOW
DP-2593,44.75,52.31,5.22,0.0,25.29,31.96,1,0,8.85,124.17,83.76,41,3.67,LOW
DP-2594,57.8,66.83,2.02,9.37,63.82,63.83,2,1,6.83,168.29,88.01,91,4.24,MEDIUM
DP-2595,65.88,71.48,9.4,9.9,67.83,55.37,2,0,16.16,179.99,89.05,60,5.36,LOW
DP-2596,58.66,48.06,0.0,0.0,56.28,64.55,4,0,6.4,205.66,87.19,27,3.16,LOW
DP-2597,90.23,80.3,0.0,0.0,74.15,73.97,6,0,5.84,175.25,75.19,33,4.47,LOW
DP-2598,56.84,63.49,0.99,11.5,60.31,94.92,3,1,8.92,148.91,81.78,24,4.06,MEDIUM
DP-2599,71.14,97.37,0.0,2.09,83.69,89.32,0,0,4.69,270.19,94.64,52,7.26,LOW
DP-2600,31.76,30.66,1.75,6.1,34.95,29.78,7,4,7.88,254.54,78.49,26,4.59,HIGH
DP-2601,61.75,68.74,5.22,0.0,89.44,65.44,3,0,1.12,226.34,80.52,4,5.59,LOW
DP-2602,38.0,25.91,5.8,18.31,41.55,43.85,3,0,11.9,259.61,74.7,54,2.84,MEDIUM
DP-2603,67.3,69.9,12.58,7.08,73.56,83.92,4,0,23.81,318.56,84.76,15,5.43,MEDIUM
DP-2604,18.53,7.08,5.0,4.7,23.85,9.04,5,0,13.86,252.48,72.7,23,2.0,HIGH
DP-2605,50.16,44.15,8.35,9.27,58.81,52.53,5,0,6.78,307.81,80.32,25,3.98,MEDIUM
DP-2606,46.92,40.24,2.63,6.16,80.78,61.83,8,0,5.02,200.97,82.28,42,3.28,MEDIUM
DP-2607,64.98,74.26,1.69,0.0,75.47,63.6,4,0,5.79,171.52,100.0,8,5.5,LOW
DP-2608,71.1,68.55,6.96,9.6,60.64,45.95,2,0,13.92,274.63,76.97,15,5.48,MEDIUM
DP-2609,48.02,41.76,6.73,4.34,30.07,29.99,2,0,2.43,285.07,82.19,3,4.8,MEDIUM
DP-2610,57.41,68.04,9.64,8.36,51.55,53.32,5,2,11.0,226.73,75.2,15,4.52,HIGH
DP-2611,93.94,86.86,1.34,0.0,100.0,100.0,2,0,2.98,241.84,90.84,13,5.4,LOW
DP-2612,43.76,60.36,15.54,24.39,17.14,19.37,4,0,2.37,256.54,81.68,44,4.02,MEDIUM
DP-2613,35.1,25.67,4.64,5.0,21.01,34.68,5,4,11.38,193.7,74.21,26,2.9,HIGH
DP-2614,35.59,43.37,6.65,0.27,43.01,45.42,5,0,21.29,173.12,92.54,47,3.37,MEDIUM
DP-2615,79.63,89.31,0.0,3.32,55.78,56.69,8,0,7.56,114.34,80.06,30,6.17,LOW
DP-2616,44.12,42.57,5.7,7.1,36.21,52.79,3,1,17.95,211.31,87.96,16,3.88,HIGH
DP-2617,75.53,75.94,5.25,0.0,88.75,71.18,2,0,8.58,159.44,76.74,50,5.79,LOW
DP-2618,74.64,76.86,1.48,1.67,73.99,77.95,7,0,1.98,172.33,87.16,10,5.77,LOW
DP-2619,89.17,99.99,0.0,2.04,89.39,100.0,1,0,8.99,209.04,79.21,22,6.86,LOW
DP-2620,39.33,49.55,3.93,7.32,30.95,20.17,9,1,3.43,268.14,77.76,32,4.24,HIGH
DP-2621,65.87,71.92,2.94,10.06,76.14,80.52,8,1,2.89,207.34,76.99,32,4.66,LOW
DP-2622,55.68,60.79,1.49,13.3,50.09,51.29,3,0,11.03,294.73,72.5,14,4.89,LOW
DP-2623,25.62,20.93,14.06,10.78,22.86,25.64,8,3,9.53,133.38,75.85,39,1.87,HIGH
DP-2624,58.1,80.09,1.21,0.0,67.57,74.37,3,0,15.09,368.41,89.13,26,5.44,LOW
DP-2625,46.98,41.49,4.11,8.48,42.41,44.68,8,3,7.92,292.29,74.21,19,2.86,HIGH
DP-2626,67.11,51.74,5.06,0.0,68.51,69.15,1,0,2.39,226.98,95.39,27,3.42,LOW
DP-2627,12.53,5.0,2.84,13.69,13.53,8.28,10,2,9.88,149.75,83.14,37,1.11,HIGH
DP-2628,55.41,62.92,1.51,4.34,60.49,62.03,3,0,13.97,259.76,81.35,28,4.48,LOW
DP-2629,62.95,66.47,5.26,6.88,77.53,63.54,6,0,0.72,153.78,91.39,26,4.55,LOW
DP-2630,43.01,46.65,0.0,6.73,14.22,72.29,3,0,8.41,100.75,87.3,44,3.68,MEDIUM
DP-2631,58.34,65.57,0.0,5.16,57.73,61.58,5,0,14.34,118.54,84.98,61,4.77,LOW
DP-2632,68.7,59.51,12.55,5.18,54.96,81.46,4,0,5.69,174.85,94.36,12,3.82,MEDIUM
DP-2633,71.32,76.53,3.49,0.0,68.12,59.58,4,0,12.43,282.21,88.18,36,4.29,LOW
DP-2634,76.31,71.92,0.0,10.35,82.72,74.28,2,0,3.69,217.67,76.73,9,5.13,LOW
DP-2635,91.38,85.74,0.0,3.0,62.11,100.0,2,0,0.0,225.96,94.23,32,6.53,LOW
DP-2636,93.4,100.0,6.64,6.46,96.71,75.95,4,1,1.22,96.63,85.19,45,7.02,LOW
DP-2637,91.17,81.48,0.0,3.68,73.28,93.9,4,0,2.99,243.4,92.21,27,4.77,LOW
DP-2638,67.41,67.31,10.41,0.0,54.03,66.54,0,0,6.38,278.92,77.78,14,4.79,LOW
DP-2639,44.13,73.79,1.3,2.65,24.83,37.35,2,1,11.41,195.72,80.89,40,6.37,MEDIUM
DP-2640,73.4,63.79,0.0,0.0,60.47,76.6,4,0,8.97,252.18,86.06,18,3.75,LOW
DP-2641,78.87,71.17,0.0,0.0,49.05,87.07,5,1,16.87,243.67,78.01,48,4.99,MEDIUM
DP-2642,83.3,92.15,0.0,8.09,82.22,96.62,3,0,3.32,214.74,90.71,50,7.43,LOW
DP-2643,39.92,47.11,11.84,12.74,58.65,56.28,4,0,12.5,175.34,78.64,18,2.98,HIGH
DP-2644,44.92,32.84,10.63,0.0,53.83,63.86,1,0,6.94,150.46,88.73,56,2.69,LOW
DP-2645,52.06,29.22,14.74,2.97,24.75,68.82,2,1,7.17,144.97,75.45,56,1.55,HIGH
DP-2646,51.0,49.98,5.3,0.0,48.34,58.16,6,0,13.42,153.63,79.46,34,3.94,MEDIUM
DP-2647,69.54,73.07,0.0,0.0,54.0,60.23,1,0,10.77,345.41,100.0,16,5.9,LOW
DP-2648,82.16,61.55,6.15,0.73,85.45,71.03,2,0,8.76,121.74,78.38,27,5.29,LOW
DP-2649,37.9,38.11,5.95,0.0,52.6,28.48,3,1,7.52,190.22,85.11,30,3.44,MEDIUM
DP-2650,49.7,56.75,7.73,8.83,31.85,57.66,3,0,10.63,230.21,72.7,30,3.87,MEDIUM
DP-2651,59.69,76.02,0.0,3.75,26.47,54.47,5,1,5.83,208.13,91.2,40,5.84,LOW
DP-2652,51.09,63.07,0.0,0.0,17.88,53.07,6,2,9.83,229.01,82.24,59,5.62,HIGH
DP-2653,79.23,68.2,0.0,0.0,71.69,64.37,4,0,10.84,142.23,68.79,15,3.96,LOW
DP-2654,31.36,39.82,8.12,9.48,27.78,16.27,2,0,12.43,219.98,91.74,44,3.93,LOW
DP-2655,43.6,52.7,12.41,12.33,66.13,49.89,1,0,11.05,226.53,79.73,26,3.57,MEDIUM
DP-2656,19.44,13.51,6.27,0.0,5.0,0.0,8,1,11.79,261.52,72.95,8,1.9,HIGH
DP-2657,62.0,56.91,4.21,0.0,68.99,47.21,1,0,5.13,291.45,85.16,5,4.44,MEDIUM
DP-2658,19.43,15.2,0.0,0.0,41.19,29.47,4,0,7.85,139.09,83.37,16,1.9,MEDIUM
DP-2659,27.82,29.48,9.9,5.35,17.6,38.54,2,0,12.52,106.2,84.23,24,2.9,HIGH
DP-2660,34.44,42.48,0.32,7.07,35.87,38.11,1,0,3.98,289.97,81.01,30,4.74,LOW
DP-2661,82.44,76.82,0.0,0.0,87.51,87.54,1,0,4.98,80.0,99.71,45,4.65,LOW
DP-2662,59.8,58.0,0.0,2.21,44.93,79.93,1,0,22.45,190.43,86.97,5,4.35,LOW
DP-2663,40.99,45.12,5.18,1.24,49.3,47.58,7,3,23.97,155.22,81.37,50,2.75,HIGH
DP-2664,82.6,89.41,0.0,15.67,99.18,63.84,1,0,0.0,195.83,86.74,44,6.7,LOW
DP-2665,61.44,44.76,0.0,6.02,54.02,50.38,3,0,1.63,186.02,89.78,16,4.01,LOW
DP-2666,50.46,31.16,1.42,7.73,51.66,50.54,2,0,12.68,183.48,91.67,33,3.22,MEDIUM
DP-2667,38.69,48.79,7.61,6.41,33.54,40.53,3,2,22.5,203.9,74.04,39,3.27,HIGH
DP-2668,8.31,14.54,2.98,1.9,12.74,20.44,6,1,10.5,260.73,88.34,14,2.47,HIGH
DP-2669,72.01,73.41,0.0,0.0,63.2,62.38,2,0,10.14,198.21,80.44,5,5.32,LOW
DP-2670,21.04,19.13,6.26,4.1,27.95,26.05,5,1,11.1,243.91,78.86,62,1.71,HIGH
DP-2671,66.7,55.92,13.1,8.99,55.74,64.51,3,0,4.52,209.7,75.85,52,4.43,LOW
DP-2672,24.96,11.99,16.29,7.32,38.74,36.01,6,0,14.62,227.98,88.18,51,2.89,HIGH
DP-2673,90.54,88.82,3.58,6.66,89.03,94.39,1,0,8.36,177.09,80.92,48,5.81,LOW
DP-2674,37.03,36.9,12.53,7.57,15.44,31.27,4,1,18.24,254.31,87.08,31,4.0,MEDIUM
DP-2675,45.96,48.37,8.15,0.0,51.28,30.39,10,2,15.61,204.86,76.23,29,3.75,HIGH
DP-2676,57.03,57.71,10.65,0.0,52.41,76.38,4,1,14.08,150.77,77.17,37,4.43,MEDIUM
DP-2677,48.7,63.64,2.55,6.89,56.57,87.53,3,1,9.87,90.18,82.29,34,5.65,MEDIUM
DP-2678,18.54,5.0,8.41,5.42,49.61,21.99,7,0,16.49,273.09,83.59,22,2.37,HIGH
DP-2679,74.14,77.83,5.12,0.27,53.34,68.57,5,2,9.68,256.98,84.09,12,5.85,HIGH
DP-2680,72.6,83.81,0.0,3.74,100.0,67.86,5,0,8.83,211.91,87.81,20,5.4,LOW
DP-2681,82.97,69.72,4.25,0.97,100.0,92.17,0,0,11.44,220.03,85.42,36,5.16,LOW
